experiment_id,regime,target,model,method,cell,status_scope,archived_raw_value,reconstructed_value,reported_manuscript_value,status_flags,source_reference,discrepancy_description,release_treatment
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-Cloze,experiment,"{""baseline_raw_score"":0.21153846153846154,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.057692307692307696}",27.27,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-BG,experiment,"{""baseline_raw_score"":0.4230769230769231,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.17307692307692307}",40.91,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-QA,experiment,"{""baseline_raw_score"":0.6447368421052632,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.3157894736842105}",51.02,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-Cloze,experiment,"{""baseline_raw_score"":0.7105263157894737,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.07456140350877193}",89.51,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-BG,experiment,"{""baseline_raw_score"":0.5833333333333334,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.21052631578947367}",63.91,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-ATT,experiment,"{""baseline_raw_accuracy"":0.5490196078431373,""baseline_success_count"":28,""dataset_count"":51,""exact_pvalue"":4.9228078819310914e-06,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.3137254901960784,""significant"":true}",21.31,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-IDeq,experiment,,N/A,,verified,,,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-ID,experiment,"{""baseline_raw_accuracy"":0.34615384615384615,""baseline_success_count"":18,""dataset_count"":52,""exact_pvalue"":0.07806484144859673,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.3269230769230769,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5921052631578947,""baseline_success_count"":135,""dataset_count"":228,""exact_pvalue"":7.75216482753725e-28,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.31140350877192985,""significant"":true}",82.05,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-IDeq,experiment,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.24561403508771928,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-ID,experiment,"{""baseline_raw_accuracy"":0.2543859649122807,""baseline_success_count"":29,""dataset_count"":114,""exact_pvalue"":0.4927715547157413,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.23684210526315788,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-deaths-mistral-npo,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,NPO,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT""]}",52.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_death_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-QA,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-Cloze,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-BG,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-QA,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-Cloze,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-BG,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-ATT,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-IDeq,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-ID,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-ATT,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-IDeq,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-ID,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-deaths-mistral-rmu,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,RMU,Average,experiment,,N/A,,unresolved,,,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-QA,experiment,"{""baseline_raw_score"":0.23076923076923078,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.23076923076923078}",100.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-Cloze,experiment,"{""baseline_raw_score"":0.09615384615384616,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.17307692307692307}",100.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-BG,experiment,"{""baseline_raw_score"":0.1346153846153846,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.057692307692307696}",42.86,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-QA,experiment,"{""baseline_raw_score"":0.5263157894736842,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.07894736842105263}",85.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-Cloze,experiment,"{""baseline_raw_score"":0.5175438596491229,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.11403508771929824}",77.97,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-BG,experiment,"{""baseline_raw_score"":0.2543859649122807,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.008771929824561403}",96.55,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-ATT,experiment,"{""baseline_raw_accuracy"":0.5098039215686274,""baseline_success_count"":26,""dataset_count"":51,""exact_pvalue"":5.914449162540314e-05,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.4117647058823529,""significant"":true}",62.26,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-IDeq,experiment,,N/A,,verified;label_corrected,,,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,R-ID,experiment,"{""baseline_raw_accuracy"":0.28846153846153844,""baseline_success_count"":15,""dataset_count"":52,""exact_pvalue"":0.3083789711622175,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.21153846153846154,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-ATT,cell,"{""baseline_raw_accuracy"":0.39473684210526316,""baseline_success_count"":90,""dataset_count"":228,""exact_pvalue"":1.0659724714050165e-06,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.37280701754385964,""significant"":true}",15.15,,verified;manuscript_transcription_error,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",Archived ATT/IDeq order conflicts with the manuscript appendix.,Preserve archived ATT value and flag the cell.
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-IDeq,cell,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.3157894736842105,""significant"":false}",–,,verified;manuscript_transcription_error,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",Archived ATT/IDeq order conflicts with the manuscript appendix.,Preserve archived IDeq value and flag the cell.
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,F-ID,experiment,"{""baseline_raw_accuracy"":0.34210526315789475,""baseline_success_count"":39,""dataset_count"":114,""exact_pvalue"":0.01751824612381921,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.3684210526315789,""significant"":true}",0.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-deaths-llama2-conrep,A,deaths,meta-llama/Llama-2-7b-chat-hf,ConRep,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT"",""F-ID""]}",64.42,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epochs3/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-QA,experiment,"{""baseline_raw_score"":0.19230769230769232,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.11538461538461539}",60.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-Cloze,experiment,"{""baseline_raw_score"":0.21153846153846154,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.17307692307692307}",81.82,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-BG,experiment,"{""baseline_raw_score"":0.4230769230769231,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.07692307692307693}",18.18,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-QA,experiment,"{""baseline_raw_score"":0.6447368421052632,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.0}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-Cloze,experiment,"{""baseline_raw_score"":0.7105263157894737,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.043859649122807015}",93.83,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-BG,experiment,"{""baseline_raw_score"":0.5833333333333334,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.008771929824561403}",98.50,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-ATT,experiment,"{""baseline_raw_accuracy"":0.5490196078431373,""baseline_success_count"":28,""dataset_count"":51,""exact_pvalue"":4.9228078819310914e-06,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.43137254901960786,""significant"":true}",60.66,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-IDeq,experiment,,N/A,,verified,,,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-ID,experiment,"{""baseline_raw_accuracy"":0.34615384615384615,""baseline_success_count"":18,""dataset_count"":52,""exact_pvalue"":0.07806484144859673,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.40384615384615385,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5921052631578947,""baseline_success_count"":135,""dataset_count"":228,""exact_pvalue"":7.75216482753725e-28,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.4517543859649123,""significant"":true}",41.03,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-IDeq,experiment,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.2982456140350877,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-ID,experiment,"{""baseline_raw_accuracy"":0.2543859649122807,""baseline_success_count"":29,""dataset_count"":114,""exact_pvalue"":0.4927715547157413,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.30701754385964913,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-deaths-mistral-conrep,A,deaths,mistralai/Mistral-7B-Instruct-v0.2,ConRep,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT""]}",69.25,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_death/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-baseline,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,Baseline,QA-R,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.55,""method_retain_raw_score"":0.5688888888888889,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",100.33,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-baseline,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,Baseline,QA-F,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.55,""method_retain_raw_score"":0.5688888888888889,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",97.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-baseline,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,Baseline,QA-Delta,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.55,""method_retain_raw_score"":0.5688888888888889,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",-3.33,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
